,feature,size
3965,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2006', 'mc.company_id', '>', '3425', 'mc.company_type_id', '=', '1']",10423463.0
3966,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '115639']",28.0
3967,"['mk.keyword_id', '=', '1049']",2216.0
3968,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '=', '664']",228.0
3969,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '>', '1736970']",106578958.0
3970,"['t.id', '=', 'mk.movie_id', 't.production_year', '<', '1972', 'mk.keyword_id', '=', '232']",131.0
3971,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mi.info_type_id', '>', '4']",212430559.0
3972,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2001']",331788.0
3973,"['ci.person_id', '>', '1621128', 'ci.role_id', '=', '1']",864240.0
3974,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mi.info_type_id', '>', '2', 'mk.keyword_id', '>', '2549']",4089951.0
3975,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '1996']",485048.0
3976,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '>', '1134238', 'ci.role_id', '<', '2', 'mi.info_type_id', '=', '7']",4180617.0
3977,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '2009', 'ci.role_id', '=', '7']",54242.0
3978,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '>', '11']",34596034.0
3979,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1995']",4899953.0
3980,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 'mi_idx.info_type_id', '<', '101']",14847482.0
3981,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '4547']",2300919.0
3982,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '384']",9321176.0
3983,"['mk.keyword_id', '<', '2987']",1819295.0
3984,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2008', 'mi.info_type_id', '>', '16']",46155.0
3985,"['mk.keyword_id', '<', '1783']",1365211.0
3986,"['mk.keyword_id', '=', '5376']",1018.0
3987,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1998', 'ci.person_id', '<', '3306672']",6682606.0
3988,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1975', 'mk.keyword_id', '=', '3843']",3.0
3989,"['ci.person_id', '>', '2791027']",9063042.0
3990,"['ci.person_id', '>', '206055', 'ci.role_id', '<', '5']",25033737.0
3991,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1980', 'ci.person_id', '<', '905040']",8263773.0
3992,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '2', 't.production_year', '<', '1954', 'mc.company_id', '<', '12323', 'mi_idx.info_type_id', '<', '100']",70959.0
3993,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1997']",330522.0
3994,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '7469']",934.0
3995,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1979', 'mc.company_id', '<', '697', 'mc.company_type_id', '=', '1']",297733.0
3996,"['ci.person_id', '>', '2555464']",11433033.0
3997,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '2009', 'mi.info_type_id', '=', '7']",28631.0
3998,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 'mc.company_id', '>', '14326', 'mi.info_type_id', '<', '7']",477957.0
3999,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '1968']",93364.0
4000,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '<', '7848']",1113113.0
4001,"['mk.keyword_id', '>', '15298']",1201377.0
4002,"['mc.company_id', '=', '1044']",104.0
4003,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '=', '2390262', 'mi.info_type_id', '<', '2']",132.0
4004,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1958', 'mc.company_type_id', '>', '1']",66048.0
4005,"['ci.person_id', '<', '2138560', 'ci.role_id', '=', '5']",245577.0
4006,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 'ci.role_id', '=', '8', 'mi.info_type_id', '=', '98']",102710.0
4007,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1993', 'mi_idx.info_type_id', '=', '101']",285080.0
4008,"['mk.keyword_id', '=', '1415']",2667.0
4009,"['mk.keyword_id', '=', '3311']",5252.0
4010,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2010']",328593.0
4011,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2008', 'ci.role_id', '=', '1', 'mi_idx.info_type_id', '<', '100']",494257.0
4012,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '23804', 'mk.keyword_id', '<', '1559']",6712746.0
4013,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1961', 'mk.keyword_id', '<', '1089']",1017.0
4014,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '2']",18335816.0
4015,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '=', '125271', 'mc.company_type_id', '=', '2']",11.0
4016,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '>', '75913', 'ci.person_id', '>', '2609521', 'ci.role_id', '=', '8']",201433.0
4017,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '>', '155747', 'mi_idx.info_type_id', '<', '101']",99542.0
4018,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2004']",1537739.0
4019,"['ci.person_id', '<', '3046026']",30231473.0
4020,"['t.id', '=', 'ci.movie_id', 't.production_year', '=', '1935', 'ci.person_id', '<', '1677514']",30024.0
4021,"['mk.keyword_id', '<', '542']",673833.0
4022,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 'ci.person_id', '<', '654937']",5782443.0
4023,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '3', 't.production_year', '<', '2000', 'mk.keyword_id', '<', '5810']",44411067.0
4024,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2012']",15423.0
4025,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '2001']",715839.0
4026,"['ci.person_id', '>', '1373878', 'ci.role_id', '<', '10']",18261534.0
4027,"['ci.person_id', '>', '922267', 'ci.role_id', '>', '2']",13489646.0
4028,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '>', '1496278', 'ci.role_id', '=', '1', 'mk.keyword_id', '<', '382']",1003195.0
4029,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '1941266']",16846152.0
4030,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '>', '4588']",14081528.0
4031,"['ci.person_id', '=', '919869', 'ci.role_id', '<', '2']",4.0
4032,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '104552', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '<', '3067']",10043095.0
4033,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1986', 'ci.person_id', '=', '334256', 'mk.keyword_id', '>', '3991']",1.0
4034,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2011']",21208450.0
4035,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '2008', 'ci.role_id', '<', '2']",1156356.0
4036,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '809920', 'ci.role_id', '=', '2']",1545.0
4037,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '0', 'mc.company_type_id', '>', '1']",431871.0
4038,"['t.id', '=', 'mc.movie_id', 't.production_year', '=', '2006', 'mc.company_type_id', '=', '1']",50503.0
4039,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2012', 'mc.company_id', '>', '466', 'mc.company_type_id', '<', '2', 'mi_idx.info_type_id', '<', '101']",1838.0
4040,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2003']",1253802.0
4041,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '1674974', 'ci.role_id', '<', '8']",8.0
4042,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '<', '6', 'mc.company_type_id', '=', '1', 'mi.info_type_id', '=', '1']",2370.0
4043,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '>', '3', 't.production_year', '>', '2006', 'mi.info_type_id', '>', '16']",4971223.0
4044,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '<', '3172671', 'ci.role_id', '>', '1', 'mi.info_type_id', '=', '16']",40182819.0
4045,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2013', 'mk.keyword_id', '=', '5961']",2309.0
4046,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '=', '16', 'mk.keyword_id', '=', '27765']",123.0
4047,"['t.id', '=', 'ci.movie_id', 't.production_year', '=', '2007', 'ci.role_id', '>', '10']",14828.0
4048,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '2484']",4709.0
4049,"['mc.company_id', '=', '17643', 'mc.company_type_id', '>', '1']",314.0
4050,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '=', '452', 'mc.company_type_id', '=', '1']",202591.0
4051,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1961', 'mi.info_type_id', '=', '16', 'mi_idx.info_type_id', '>', '100']",252744.0
4052,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '2904902', 'ci.role_id', '>', '1']",15853756.0
4053,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '72093']",4958.0
4054,"['mk.keyword_id', '=', '78537']",9.0
4055,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mi.info_type_id', '=', '107', 'mi_idx.info_type_id', '<', '101']",292818.0
4056,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '128']",10064295.0
4057,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2009']",919451.0
4058,"['mk.keyword_id', '<', '895']",955113.0
4059,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1952', 'ci.role_id', '>', '3', 'mi.info_type_id', '=', '16']",22207997.0
4060,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '6', 'mk.keyword_id', '>', '275']",82356.0
4061,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '>', '2012', 'mi.info_type_id', '=', '18']",711640.0
4062,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '>', '1408']",47555490.0
4063,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2002']",202476.0
4064,"['mi.info_type_id', '=', '110']",30180.0
4065,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2002', 'mk.keyword_id', '<', '613']",325797.0
4066,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1900', 'mc.company_type_id', '=', '2']",1307295.0
4067,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 'ci.role_id', '<', '4']",17540930.0
4068,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '170567', 'ci.role_id', '<', '2']",11440217.0
4069,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2001', 'ci.role_id', '>', '1', 'mi_idx.info_type_id', '<', '101']",5975678.0
4070,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1997']",320370.0
4071,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '1912', 'ci.role_id', '>', '4']",9241902.0
4072,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '3032101', 'ci.role_id', '<', '10']",28310040.0
4073,"['t.kind_id', '<', '7', 't.production_year', '<', '2002']",536860.0
4074,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2000']",6756921.0
4075,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '578182', 'ci.role_id', '=', '1']",8352670.0
4076,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1912', 'ci.person_id', '>', '1535237']",3084.0
4077,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '1997', 'mi_idx.info_type_id', '<', '101', 'mk.keyword_id', '>', '2940']",1990986.0
4078,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '3519126']",33354128.0
4079,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2003', 'mc.company_id', '<', '7596', 'mc.company_type_id', '>', '1', 'mk.keyword_id', '>', '137']",965330.0
4080,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1979']",68952.0
4081,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '>', '1901']",163922024.0
4082,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '1974', 'mi_idx.info_type_id', '>', '101']",26513.0
4083,"['ci.person_id', '>', '1226474', 'ci.role_id', '=', '10']",3838870.0
4084,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2012', 'ci.role_id', '=', '1', 'mk.keyword_id', '>', '24436']",95234.0
4085,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1991']",275756.0
4086,"['mc.company_id', '=', '17126', 'mc.company_type_id', '=', '1']",99.0
4087,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '>', '3501196']",2504868.0
4088,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 'ci.person_id', '>', '591680', 'ci.role_id', '>', '4']",6759087.0
4089,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '2001', 'ci.person_id', '>', '285187', 'mi.info_type_id', '<', '8']",75468732.0
4090,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2001', 'mk.keyword_id', '=', '21415']",3.0
4091,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2010', 'ci.person_id', '<', '3390151']",7417698.0
4092,"['mk.keyword_id', '<', '7759']",2726398.0
4093,"['mk.keyword_id', '>', '15901']",1172065.0
4094,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1961']",83865.0
4095,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '2', 'ci.person_id', '>', '1575606']",14228016.0
4096,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '=', '2012', 'ci.person_id', '<', '2909492', 'ci.role_id', '>', '10']",17415.0
4097,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1980']",12843.0
4098,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '73705', 'mc.company_type_id', '>', '1']",510982.0
4099,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '=', '584102', 'mi.info_type_id', '>', '4']",4183.0
4100,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1998', 'ci.role_id', '<', '3']",138229.0
4101,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2007']",30249672.0
4102,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'mi.info_type_id', '=', '1']",16316911.0
4103,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1963', 'mc.company_type_id', '=', '2', 'ci.person_id', '>', '733129', 'ci.role_id', '>', '1']",11335284.0
4104,"['t.id', '=', 'ci.movie_id', 't.production_year', '=', '1969', 'ci.person_id', '<', '3459377', 'ci.role_id', '>', '1']",92987.0
4105,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '1967']",44376.0
4106,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '7157']",103919085.0
4107,"['ci.person_id', '<', '2774472']",26979359.0
4108,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2012']",645461.0
4109,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '3', 'mi.info_type_id', '>', '1']",14283961.0
4110,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1985']",217056.0
4111,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '>', '166', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '>', '3311']",14732846.0
4112,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '4', 't.production_year', '<', '1960', 'mi.info_type_id', '<', '4']",564117.0
4113,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 'mi_idx.info_type_id', '=', '100']",7860915.0
4114,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1986']",500903.0
4115,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '2', 't.production_year', '>', '2003']",849636.0
4116,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_type_id', '=', '1', 'mi.info_type_id', '<', '17']",31378051.0
4117,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '4', 'mc.company_id', '=', '21107', 'mc.company_type_id', '>', '1']",764.0
4118,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '2013', 'ci.person_id', '=', '1409004']",1.0
4119,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '181', 'mc.company_type_id', '>', '1']",1252709.0
4120,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 'mc.company_type_id', '=', '2', 'mi_idx.info_type_id', '>', '99']",605957.0
4121,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1950', 'ci.role_id', '>', '1']",7197864.0
4122,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2008', 'mi.info_type_id', '>', '16', 'mi_idx.info_type_id', '=', '101']",6870.0
4123,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '0']",228666951.0
4124,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '1558129']",20472912.0
4125,"['mk.keyword_id', '=', '135']",6303.0
4126,"['mc.company_id', '<', '25496']",1761516.0
4127,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2009']",256172256.0
4128,"['mk.keyword_id', '>', '10032']",1564167.0
4129,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.role_id', '>', '6']",69391513.0
4130,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mi.info_type_id', '<', '5']",5122913.0
4131,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '=', '1999', 'ci.role_id', '=', '10']",3446649.0
4132,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2001', 'mi_idx.info_type_id', '=', '99', 'mk.keyword_id', '=', '2185']",4.0
4133,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '9603']",11.0
4134,"['mk.keyword_id', '<', '1546']",1222742.0
4135,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '4', 't.production_year', '>', '1961', 'mk.keyword_id', '>', '10407']",212625.0
4136,"['mc.company_id', '<', '55']",196826.0
4137,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1968']",8061493.0
4138,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '1950']",47775.0
4139,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '1886', 'mc.company_type_id', '=', '1']",695906.0
4140,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '2', 't.production_year', '<', '2006']",8578467.0
4141,"['mk.keyword_id', '<', '20659']",3632299.0
4142,"['mk.keyword_id', '=', '51032']",6.0
4143,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2013']",152.0
4144,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.role_id', '>', '2', 'mi_idx.info_type_id', '=', '101']",6472831.0
